start_point,get_on,get_off,end_point,recommend
"단지 바로 옆에 IMoD 정류장이 있다보니  
I trip 앱을 켜자마자 차량이 2분 후 탑승가능하다는 문구를 보고 엘리베이터가 올라 올때까지 기다렸다가 탑승결제를 함
내린 후 1분 이내로 IMoD 차량이 옴",실제 이용 기록은 6분으로 지하주차장에가서 승용차를 타고 주행을 한다고 했을때 단지 밖을 벗어날 시간쯤 삼정프라자에 도착할 수 있어서 기동성  및 편의성에서 승용차보다 IMoD가 상당히 우수함,늦은시간이라 시내버스들이 붐비지 않아 정류장 한가운데서 내리고 주변에 기다리는 사람도 없었음,"삼정프라자 정류장에서 1분 거리에 있는 곳이고 비조리 식품 픽업이라 결제까지 5분내로 일사천리로 결제 맘스터치 또한 사전 예약으로 바로 픽업 함
이후 돌아오는 길은 호출 후 1분내에 탑승할 수 있었고 도착까지는 4분 소요되어 무척 편리함 단지내 홍보를 할 수 있었음",추천 이유  신도시라는 이유만으로 배달비나 음식가격에 차별을 받고 있어서 많은 분들이 주변 식당가에 배달보다는 포장을 선호하는 상황입니다 바로 옆 풍무동은 시가 달라서 그런지 실제 1km가 되지 않음에도 배달비를 6천원에서 8천원까지도 받기도 합니다 원당동쪽은 배달비가 주로 4천원인데 아이모드를 이용하니 다소 몸이 피곤하긴 하지만 평소 배달할때는 아내가 양보를 하여 아이가 먹을 수 있는 음식을 시켰는데 오늘은 아이모드를 통해 아내와 아이를 모두 만족시킬 수 있는 음식을 포장하여 배달비 8천원대신 3600원의 비용을 20분 안쪽으로 이용하니 무척 용이 했습니다 물론 1가지만 시킬때는 권장되지 않는 방법입니다
단지 바로 옆에 IMoD 정류장이 있다보니  접근이 쉬워서 관리실에서 정류장까지 대략 3분 정도 소요,대표님들이 모두 모인 후 버스를 부르고 결제하기까지 5분이내 모든 행위가 이루어져서 대기시간도 체감할 수 없고 좋았습니다,하차를 원하는 지점까지 갈 수 없는 점이 아쉬웠습니다,"IMoD는 호출에 어려움이 없고 결제도 편하고 대기시간이 소요되지 않는 점이 무척 좋았습니다
다만 근거리 이동의 경우 다수가 타는 것은 택시비보다 비싼 감이 있습니다","
추천  
이유  버스 승강장에서 추운날씨에 언제 올지 모르는 버스를 기다리는 것보다 직접 호출해서 탈 수 있는 IMoD를 이용하는 것이 좋다 생각합니다 다만 계양역등 주요 이용시설에 가지 않는 단점 및 주요 이용시설에 갔을때 수요가 늘어서 서비스 이용에 불편이 생길 수 있는 점이 잘 조율 되야할 것 입니다
"
식당에서 정류장까지 걸어가는데 소요되는 시간은 옥계공원을 통해 식당에서 호반아파트까지 걸어가는 시간과 유사합니다 버스 대기시간 이동시간등을 고려하면 걷는 것이 더 빠를 수도 있고 비용적인 측면에서도 이득입니다만 홍보를 위해 이용하였습니다	,역시 대기와 결제등에는 크게 문제가 없었습니다,아라동 행정복지센터는 특정 동대표님들께만 가까울 수 있고 다른 정류장을 이용해보기 위해 아라동 행정복지센터에 하차하였습니다,"IMoD는 호출에 어려움이 없고 결제도 편하고 대기시간이 소요되지 않는 점이 무척 좋았습니다
다만 근거리 이동의 경우 다수가 타는 것은 택시비보다 비싼 감이 있습니다", 야간에 추운날씨에도 대기 시간이 없는 점은 무척 편리하고 내부가 쾌적하여 이용이 용이합니다
"오류지구에서 일반 버스 배차간격이 길어 완정역까지 지하철을 타고 이동했다 
지하철 소요시간 13분
지하철 안에서 호출하여 정류장 도착하면 기다리는 시간을 줄일수 있다","지하철 하차 전 itrip앱으로 호출 하였다 호출 대기시간은 13분 주말이라 대기시간이 길었다
지하철에서 정류장까지 걸어 올라오는 시간과 호출 시간이 거의 비슷하여 대기 시간 길지 않게 버스를 탑승하였다
itrip앱을 닫았다가 버스가 도착하여 탑승권을 찍어야 하는데 앱을 켜도 탑승권 확인이 되지 않아 당황했다
탑승권을 찍어야 버스가 출발한다고 한다  어렵게 찍고 앉았는데 버스안 냄새가 심하다
정말 환기가 너무 너무 필요하다 심지어 창문이 없어 너무 답답했다 새차냄새 환기 좀 해주세요 제발","저번과 같은 종착지를 선택한 이유는 시간을 비교해 보고 싶어서이다
완정역서구영어마을 소요시간12분 대기시간 13분
서구영어마을완정역 소요시간8분 대기시간4분
버스를 타는 도중 별다른 호출이나 손님은 없었다 주말에 차량 2대만 움직여서 대기시간이 길거라 생각했는데
오히려 평일보다 짧았다
","평일보다 빠르게 도착하여 만족스러웠다

개선점 
결제 방법 itrip앱에서 결제화면이 안보이고 자동호출 화면으로 넘어감 자동 등록된 결제화면 결제된 내용 보여주세요

앱 사용성 1 itrip앱을 닫고 다시 앱을 켰을때 탑승권 QR확인 가능한곳이 있어야 한다마이페이지 버스탄이력조회가능탑승권 확인 가능
2 현재 위치로 가장 근거리 정류장이 나오도록 검색하도록 해주세요검색기능 수정 보완 요청
3 출발지 설정할때 정류장 검색도 할수 있도록 활성화 필요

서비스 새차 냄새와 안좋은 냄새가  강해서 문을 열고 싶었으나 창문이 없슴","
추천  대형마트병원  중심부 검단사거리완정역 독정역 가기위한 버스  배차 간격이 긴 지역오류지구 금곡동 마전지구 안쪽
버스 배차 간격이 길어 중심부까지 가기 까지 너무 오래 걸린다 호출 버스가 많은 도움이 될것 같다 

1 아이모드 호출버스의 정체성 택시냐 버스냐 이런 문제가 아닌 누구를 위해 존재 할 것인지
2 편향성검단신도시만 운영  소외된 지역이 없도록 하는게 중요
3 안타까운 부분은 현 운영한 지역에 대한 서비스 개선을 위한 아이디어를 낸것인지  아이모드의 앞으로 활성화 방안 이부분이 정립되지 않은 상태에서 의견을 쓴 부분이다 ex 지금까지 검단신도시에 있다고 편향성 부분을 이야기 했었는데 다른 주재의 아이모드의 아이디어를 구했다면 친목도모를 위한 아이모드 운영산행 브런치까페 모임 키즈까페모임 운동모임 문화시설모임
등으로 내용이 확장 되었을 것이다"
학교를 가기 위해서 인천1호선을 탔지만 학교와 가까운 역인 인천대 입구 역에는 내리지 않았다 왜냐하면 인천대 입구 역에 내리면 버스를 타기 위해서 줄을 서야 하고 배차간격 때문에 시간이 오래 걸릴 것이라고 생각했다 그래서 택시와 비슷하지만 기존 정류장을 활용하는 자율경로 버스 IMOD를 이용을 해서 시간을 단축해보기로 하였다,테크노 파크역 정류장에 도착했을 때 처음에는 여기가 IMOD 탑승장이 맞는지 정류장에 아무런 표시가 없어서 헷갈렸지만 일단은 대충 IMOD앱에 있는 지도로 파악했다 그리고 호출 예상시간이 6분이길래 그리고 호출을 했는데 호출이 잘 되지가 않았다 한 5분 정도가 소모되었던 것 같았다 그래서 계속 호출을 해보았는데 정류장 도착예상시간이 19분이길래 다시 한번 호출했는데 그때는 15분이었다 호출할 때마다 시간이 달랐다 그래서 기다리는데 시간이 꽤 걸린 것 같았다 차량이 오고 탑승 할 때 내부를 봤는데 온도 측정계도 있고 QR코드도 찍는데 불편하지 않았고 내부는 쾌적했고 안에 탈출용 망치도 있는 것을 보고 진짜 버스와 비슷하다는 생각을 하였다,학교와 가까운 지점인 인천대학교 공과대학 정류장에 도착하였다 만약 일반 버스였다면 내릴 준비를 정류장 도착 전에 했을 텐데  조급함 없이 천천히 내릴 수 있어서 좋았고 내려올 때 발판도 자동으로 나오니 안전하게 하차 할 수 있어서 좋았다 또한 만약 택시였다면 도착지점을 말씀 드려야 하는데 IMOD가 버스정류장을 활용하니 그럴 필요도 없어서 좋았다,일단 지하철 내린 직후라서 1800원을 내고 탑승하려고 하니 환승이 안된다는 점이 아쉽다는 생각이 들었다 또한 앱에서 나타난 호출예상시간과 출발할 정류장도착예상시간이  일치하지 않았다는 점이 아쉬웠고 호출을 할 때 마다 예상시간이 달라진다는 점이 아쉬웠다 또한 내부에 접이식 의자가 하나 있어서 맨 앞자리를 이용하려면 불편할 것 같다는 점이 있지만 일반 버스보다는 쾌적하다는 점과 택시 기본요금보다 싸다는 점 그리고 빠른 시간 내에 목적지에 도착할 수 있다는 점이 정말 좋았다 또한 기존 버스에는 없는 안전벨트까지 있어서 안전하게 이용할 수 있을 것 같다,"
추천  인천대학교 학우
이유  먼저 인천대학교 송도 캠퍼스는 버스 기다리는데 기본으로 5분 이상을 기다릴 때가 있는데 송도 내에 아울렛을 가거나 마트 등을 갈 때 이 IMOD를 이용하면 빠른 시간 내에 목적지까지 안전하게 갈 수 있다는 점과 택시와 비교했을 때는 기사님이 말을 걸지 않아서 편안하다는 점과 정류장을 활용해서 굳이 도착지점을 말해주지 않아도 된다는 점 그리고 택시보다는 탑승인원이 2명 더 많다는 점 때문에 이 서비스를 추천해주고 싶다
"
지금은 서울에서 거주하면서 인천 송도에 위치한 인천대학교를 다니고 있어 학교에 등교하기 위해 인천 1호선을 이용하였다 지하철을 타고 1시간정도 이동하였다 송도 지리를 잘 알지는 못하지만 평소 경험을 고려해서 학교와 가장 가까운 역인 인천대 입구 역에서 내리지는 않았다 왜냐하면 인천대 입구 역에 내리면 버스를 타기 위해 줄을 서야 하고 배차 간격 때문에 시간이 오래 걸릴 것으로 예상되기 때문이다 그래서 택시와 비슷하지만 기존 정류장을 활용하는 자율경로 버스 IMOD를 이용하여 시간을 단축해보기로 하였다,테크노파크역 정류장에 도착했을 때 처음에는 여기가 IMOD 탑승장이 맞는지 정류장에 아무런 표시가 되어 있지 않아 헷갈렸지만 일단은 대출 IMOD 앱에 있는 지도로 파악했다 그리고 호출 예상 시간이 6분이길래 호출을 했는데 호출이 잘 되지 않았다 한 5분 정도가 소모되었던 것 같았다 그래서 계속 호출을 해보았는데 정류장 도착 예상시간이 19분이길래 다시 한 번 호출 했는데 그때는 15분이었다 호출할 때마다 시간이 달랐다 그래서 기다리는데 시간이 꽤 걸린 것 같았다 차량이 오고 탑승 할 때 내부를 봤는데 온도 측정계도 있고 QR코드도 찍는데 불편하지 않았다 내부는 쾌적했고 안에 탈출용 망치도 있는 것을 보고 진짜 버스와 비슷하다는 생각을 하였다,기사님과 소통 없이 편안하게 학교와 가까운 지점인 인천대학교 공과대학 정류장에 도착하였다 만약 일반 버스였다면 내릴 준비를 정류장 도착 전에 했을 텐데 조급함 없이 천천히 내릴 수 있어서 좋았고 내려올 때 발판도 자동으로 나오니 안전하게 하차 할 수 있어서 좋았다 또한 만약 택시였다면 도착 지점을 말씀 드려야 하는데 IMOD가 버스 정류장을 활용하니 그럴 필요도 없어서 좋았다 편안한 봉고차 느낌이었다 ,일단 지하철을 내린 직후라서 1800원을 내고 탑승하려고 하니 환승이 안된다는 점이 아쉽다는 생각이 들었다 또한 앱에서 나타난 호출 예상 시간과 출발할 정류장 도착 예상 시간이 일치하지 않았다는 점이 아쉬웠고 호출을 할 때마다 예상시간이 달라진다는 점이 아쉬웠다 또한 내부에 접이식 의자가 하나 있어서 맨 앞자리를 이용하려면 불편할 것 같다는 점이 있지만 일반 버스보다는 쾌적하다는 점과 택시 기본 요금보다 싸다는 점 그리고 빠른 시간 내에 목적지에 도착할 수 있다는 점이 정말 좋았다 또한 기존 버스에는 없는 안전벨트까지 있어서 안정하게 이용할 수 있을 것 같다,"
추천  인천대학교 학우
이유  먼저 인천대학교 송도 캠퍼스는 버스 기다리는데 기본으로 5분 이상을 기다릴 때가 있는데 송도 내에 아울렛을 가거나 마트 등을 갈 때 이 IMOD를 이용하면 빠른 시간 내에 목적지까지 안전하게 갈 수 있다는 점과 택시와 비교했을 때는 기사님이 말을 걸지 않아서 편안하다는 점과 정류장을 활용해서 굳이 도착지점을 말해주지 않아도 된다는 점 그리고 택시보다는 탑승인원이 2명 더 많다는 점 때문에 이 서비스를 추천해주고 싶다
"
친구네 집에 가기 위해서 인천 2호선을 타고 완정역에 내렸다 itrip으로 경로 확인 결과 IMOD를 타고 가는 것이 효율적인 것 같아서 IMOD룰 호출하기 로 결정하고 지하철 역을 내린 후 호출하였다 완정역 추구 바로 앞에 정류장이 있어서 탑승 지점까지 찾아가는 것은 힘들지 않았다, IMOD 앱을 활용해서 호출했을 때 탑승까지 대기시간은 7분 정도 걸린다고 나와있었다 그리고 iMOD 앱을 통해서 계속 어디서 오고 있는지 확인했는데 대기시간이 그렇게 정확하지 않은 느낌이었다 1분 후 도착인데 지도를 보니 1분만에 올 거리가 아닌 것 같았다 하지만 어느정도까지는 예정된 시간이라서 충분히 불편없이 기다릴만 하였다 탑승 시에는 송도에서 경험했던 발판이 나오지는 않았다 , 탑승했을 때는 기사님도 친절하셨고 똑같이 QR코드와 온도측정기가 있었다 송도에서 탔을 때와 차량 내부에서의 다른 점은 없었다 안정감 있게 잘 탔는데 기사님께서 정류장을 헷갈리셨는지 유턴을 한 3번 정도 하신 것 같았다 하지만 크게 늦은 것은 아니고 버스와 비교했을 때도 빠른 시간 내에 갈 수 있어서 예정된 시간 안에 갈 수 있었다 하차 시에도 발판은 내려오지는 않았다 발판이 자동이 아닌가’ 이러한 생각이 들었다 그래도 발판 없이 잘 하차하였다 ,송도와 크게 다르지 않았고 안정감이 있었고 빠르게 타고 갈 수 있었다 굳이 차이점을 찾아보자면 발판의 유무였다 그 점 빼고는 크게 불편한 점은 없었다 그리고 계속 혼자 타니깐 불편한 점을 찾기가 어렵다 그래서 다음에는 사람이 모여서 각기 다른 정류장에 내릴 때와 한 번 비교해보고 싶다 ,"추천  검단 시민 
이유  검단은 아직 교통수단이 확정되지 않은 곳들도 많아서 대중교통을 이용하기 불편할 수 있지만 iMOD 앱을 활용해서 호출하면 지하철 역까지는 빠르고 안전하게 갈 수 있어서 만약 버스의 배차간격이 길다면 추천 해주고 싶다 "
"주말에 김포공항역근처에서 결혼식에 참석하고 17시에 검단 유현사거리 근방에서 지인과의 미팅이 있어 이동코스를
검색해보니 코스가 어저쩡하여 김포공항역에서 공항철도를 이용하여 검단역을 거쳐 인천지하철 완정역으로 가기로
했다 완정역 도착 3분전에 저번에 이용한 경험이 있는 IMOD가 생각나서 ITRIP 앱을 거쳐 출발지 완정역과 목적지
유현사거리로 입력하여 호출하였다 여러번 앱을 이용한 경험이 있어 모든 것이 순조로웠다","정확한 시간에 도착하였다 도착한 차량에서 발판이 내려와 쉽게 탑승하였다 탑승권QR을 찍고 그 옆에있는
손소독제도 사용하였다 차량안이 무척 청결하여 기분이 좋았다 조금가다가 승객 1명이 아이를 안고 탑승하였다
코스를 물어보니 나보다는 가까운거리인 것 같다 IMOD 이용편리에 대해 물어보니 자기는 아이때문에 IMOD를
종종 이용하고 빠르고 편리하다고 하였다 아이와 앉을 자리도 있어 좋다고 하면서 차량이 조금 넓었으면 좋겠다고
하였다 나도 이런 분이나 시니어분들이 IMOD 서비스를 이용하면 편안함에 비해 가격은 그리 비싸다는 느낌은 안
들었다","12분후에 유현사거리정류소에 도착하고 미팅장소가 걸어서 5분거리 정도되고 늦지않아 편한 마음으로 하차하였다
일반버스대기시간내에 막힘없이 목적지에 도착하니 IMOD의 효과를 톡톡히 보았다고 생각했다
택시를 타고 7000원정도 되는 거리를 택시탄 느낌으로 값싸게 편하게 왔고 IMOD가 없었다면 시간도 더 걸리고
고생을 했을 것 같다","아주 편하게 목적지까지 도착하여 IMOD 진가를 느꼈다 이와같은 좋은 서비스를 제공하는데 많은 분들이 이용하여
빠른시일내에 활성화 되었으면 한다 지인들이 뭐타고 왔냐고 물어 IMOD를 타고 왔다고 하니 무척 궁금해 하여
ITRIP 앱부터 IMOD앱까지 이용방법등을 상세히 설명하고 이용하라고 하였다 지인들도 가격이 1800원으로 약간
비싼 느낌은 든다고 하였다 조만간 IMOD 구독기능을 추가하여 값싼 가격과 혜택을 줄 것이라고 했다 구독서비스
기능이 있으면 이용자가 많아지지 않을까 생각한다","IMOD를 이용하면서 느낀 개선할 점을 적어 본다
 IMOD 버스 환승요금 미적용 저상버스로 대체 탑승예약기능추가호출결제확인기능 보완 PAY 결제방식 도입 탑승알림기능 추가
IMOD 정류장 표지판 설치 티머니 결제 추가 도착차량 이동표시점으로 교통이용약자를 위해 차량내부공간 확장 이용횟수에 따른
베니핏 혜택 반려견 미탑승표시구독경제기능 추가 출발지에 지연도착시 알림기능 1명이상 탑승시 IMOD에 승객 도착정류장
표시기능 1명이상 탑승시 IMOD내 LED화면에 승객탑승코스표시 1명이상 탑승시 여러코스통과하므로 도착예정시간 알림기능
총 탑승인원 알림유아포함"
"해든초등학교 100m 내 정류장이 없어서구 주소인식 그런지 아이트립이 인식 불가하여 아이모드로 호출함
아이트립은 버스정류장이 보이니 인식함","마을버스가 먼저 왔지만 아이모드 기다리느라 보내고 돈이 조금 아까웠지만 숙제 하려고 기다렸다가 탑승함
쾌적했고 언제나 친절하셨고 빨리오고 금방가서 좋았음
",하차 시 보조 스탭이 있어서 편리했음,처음 인식 불가할 때를 제외 하고는 크게 불편함이 없었음,"추천  부모님
이유  부모님께서 네이버 어플로 길찾기를 자주 하시는데 인천지역 사시니 아이트립을 추천하면 좋을 것 같음"
아침에 아이의 등교를 위해 자동차를 이용하여 해든 초등학교로 이동하였다 평소 대중교통을 이용해서 해든 초등학교 까지 이동하려면 40분 넘게 걸리기 때문에 자차를 이용하는 것은 어쩔 수 없는 것 같다 등교를 시켜주고 잠시 주차를 한 뒤에 숙제를 하기 위해 itrip 앱을 사용해보았다 해든 초등학교 주변에는 입주가 안되어 있어서 그런지 구 주소로 인식해서 정류장을 인식하지 못했다  100m 내에는 정류장이 없어서 앱에서 다른 동네로 인식했다 그래서 큰길 쪽으로 나가 아이모드 앱을 이용해서 호출을 했다 아이 트립은 정류장이 눈에 보이니 인식하였다,호출하고 기다리는데 평소에는 배차 간격이 넓은 마을 버스가 딱 시간이 맞아 아이모드보다 먼저 왔다 하지만 아이모드를 기다리느라 그냥 보내고 돈이 조금 아까웠지만 숙제를 하기 위해 기다렸다가 아이모드를 탑승하였다 마을버스가 아이모드보다 저렴해서 시간만 맞는다면 아직까지는 더 나은 거 같다 아이모드 내부는 쾌적했고 기사님은 언제나 친절하셨다 그리고 아이모드가 꽤 빨리 오고 금방 목적지까지 이동할 수 있어서 좋았다,아이모드를 타고 이동하면서 할머니가 아이의 유치원 등원을 위해 사용하는 것을 보았다 택시보다는 싸니까 택시라고 생각하면 아이모드가 더 나은거 같다 그리고 보조스탭이 있어서 편리했다 보조 스탭이 있어서 아이들이 이용하는 것도 좋을 것 같았고 아이 뿐만 아니라 노인분들이나 몸이 조금 불편하신 분들도 편안하게 이용할 수 있을 것 같았다,"처음에 정류장과 내가 멀리 있을 때 인식을 못했던 거를 제외하고는 크게 불편함은 없었다 
타면서 느낀 것은 공항철도까지 이용하는 영역을 확장하면 좋을 것 같다고 생각하였다 아직 검단에 입주하기 전이기 때문에 집과 가까운 검암역에서부터 IMOD를 타고 올 수 있으면 좋을 것 같아 확장이 되었으면 좋겠다","추천  자녀
이유  하차 보조 스탭이 있어서 아이가 등 하교 할 때 이용해도 버스보다 안전하여 안심하고 이용하도록 추천하고 싶다 그리고 아이 뿐만 아니라 노인 분들이나 몸이 좀 불편하신 분들도 이용하면 좋을 것 같다"
"아라동 행정복지센터에서 출발하여 아이트립으로 호출함
지도는 볼 생각 안하고 바로 버스가 호출이 되어서 아라동 행정복지센터에서 기다렸는데 버스가 그냥 가서 지도를 보니 바리미 마을로 호출이 된지 몰랐고 버스가 지나갔고 바라미마을 정류장까지 걸어갔지만 놓쳐서 노쇼됨",노쇼가 되어서 그랬는지 버스를 호출하는데 10분 이상 소요함,"경로가 변경되어서 놀람
버스에 경로 추가에 대한 안내 멘트가 있었으면 좋겠음화면 안내 말고
가는 데에는 5분 걸렸지만 오는 데는 17분 넘게 걸림","편해서 좋긴 했지만 비싼 요금이였으며 거리제로 요금이 책정되면 좋겠음
호출이 아닌 사람도 탑승하면 이용이 가능한지 궁금했음","추천  부모님
이유  부모님께서 네이버 어플로 길찾기를 자주 하시는데 인천지역 사시니 아이트립을 추천하면 좋을 것 같음"
다시 차가 주차되어 있는 해든 초등학교로 돌아가기 위해 아라동 행정복지 센터에서 출발하여 아이트립을 호출하였다 지도를 볼생각은 안하고 바로 버스가 호출이 되어서 아라동 행정복지센터에서 아이모드를 기다렸는데 버스가 그냥 지나가서 지도를 다시 보니 바리미 마을로 호출이 되어 있었다 아이모드가 지나갈 때까지 이 사실을 모르고 있었고버스가 그냥 지나가버렸다 30m 앞에 버스 정류장이 있었는데 큰 대로변에서 다른 정류장이 인식되어서 잘못 호출이 되었다 당연히 자기 앞에 있는 버스 정류장으로 올 줄 알았는데 아니었다 ,"건너편에 있는 버스 정류장에서 아이모드 기사님께서 조금 기다려 주시는 것 같아 바리미 마을로 걸어가고 있었는데 시간이 조금 걸리다 보니 결국 노쇼가 되어버렸다 노쇼가 된 아이모드는 바로 환불처리가 되었는데 노쇼가 되어 그랬는지 패널티로 버스가 배차가 잘 되지 않았다 그래서 아이모드 호출하는데만 10분 이상 소요되어 정류장에 앉아 있었다 
돌아올 때는 아기 엄마가 아기를 어린이집에 등원시키기 위해 탑승하는 것을 보았다",아이모드를 타고 가면서 갑자기 경로가 변경되어서 놀랐다 다른 손님이 추가로 생겨서 한신아파트를 들려서 가느라고 시간이 엄청 늘어났다 가는데는 5분밖에 걸리지 않았지만 오는데는 17분 넘게 걸렸다 시간이 중요한 사람에게는 많이 아쉬운 점인 것 같다 그리고 경로가 추가될 경우에 안내 화면 말고 버스에서 경로 추가에 대한 안내 멘트가 나왔으면 좋겠다,돌아올 때는 버스정류장을 잘못 인식하는 바람에 노쇼를 경험하였다 물론 확인을 안하고 있었던 나의 실수이긴 하지만 아이모드 앱에서 호출을 하고 나서 지도로 한번 보여줬다면 이러한 실수가 없지 않았을까 싶었고 확인 서비스가 필요한 것 같다  그리고 아이모드가 편해서 좋긴 했지만 비싼 요금인 것 같다 짧은 거리를 가는데 1800원이라는 가격이 부담스럽고 마을 버스와 차이가 많이 나는 것 같다 따라서 거리제로 요금이 책정되었으면 좋겠다 마지막으로 호출이 아닌 사람도 그냥 길에서 아이모드를 잡아서 탑승하면 이용이 가능한지도 궁금했다,"추천  부모님
이유  부모님께서 평소 대중 교통을 이용하시는데 검단에 입주 후에 집에 놀러 오실 경우에 이용하면 좋으실 듯 하다 그리고 평소 네이버 어플로 길찾기를 자주 하시는데 인천 지역에 사시니 인천 지역을 더 상세하게 보여주는 것 같아 아이트립을 깔아드리고 싶다고 생각하였다"
박촌역에서 IMOD를 체험하기 위해 친구와 계양역에서 만나기로 하여 출발하였다 ,버스를 부른지 10분정도 지났을까 IMOD 버스가 도착했다 둘이 같이 타려했으나 배차가 틀려 친구가 먼저 출발하고 나는 15분을 더 기다리는 불편함이 있었다 승차하고 나니 택시처럼 편하긴 했지만 승객이 너무 없는데다 홍보가 절실히 필요하다,친구를 만나기 위해 솔밭길 도착했다 친구가 미리 IMOD 버스를 불러 도착하자 마자 그차로 계양역으로 돌아왔다 ,잘 이용하면 편리할수도 있지만 계양1동 특성상 환승을 많이 하시는데 택시비 보다는 저렴하지만 환승을 고려한다면 요금이 비싸다고 느껴진다 기사님은 친절하셨고 이화동 다리부분에는 홍보용 포스터가 전혀 없다 버스 정류장에 포스터플 넣을 공간이 있다 주민센터 앞에도 현수막 붙이는 곳이 있다 앞으로 IMOD버스를 이용하시는 분 들이 많아지도록 저도 지인분들께 많이 홍보하겠습니다 ,계양 1동 주민
여자친구 생일을 맞아 호캉스를 다녀오기로 했다 송내역에서 부평역 부평역에서 인천대입구역으로 지하철만으로 이동할 수도 있었지만 오랜 시간 지하철을 타는것이 지쳐 테크노파크역에서 내려 아이모드를 타고 이동하기로 하였다 확실히 지하철 버스보다 아이모드가 훨씬 쾌적한 것이 큰 장점이 될 수 있을 듯 하다,그동안 배차가 잡히지 않았던 건 차량이 모두 운행중이어서가 아니라 운행이 불가능한 지역으로 목적지를 설정했기 때문이 아닐까 라는 생각이 들었다 가까운 곳으로 배차를 잡으니 바로바로 배차가 되었다 어플에 출발지에서 운행 가능한 구역을 표시해주거나 운행이 불가능한 지역이면 모든 차량이 운행중입니다’라는 문구 대신 운행이 불가능한 지역입니다’라는 느낌으로 문구를 바꾸는 것이 좋을 듯하다,답답한 지하철에서 벗어나 쾌적한 아이모드로 이동하니 확실히 기분전환이 된 느낌이다 또한 오늘 처음으로 동승자가 있었다 확실히 계양 쪽 보다는 송도에 이용객들이 많은 듯 하다 원래는 아이모드가 거의 택시로 이용되고 있다는 느낌을 강하게 받았었는데 이번에는 버스의 느낌을 조금 받았다 ,아이모드를 타고 쉐라톤호텔 근처 정류장에 하차한 후 목적지에 도착하였다 아이모드 체험은 오늘이 마지막이겠지만 앞으로 인천에 올 일이 생긴다면 아이모드를 적극 이용할 것 같다,"아이모드는 버스 지하철보다 훨씬 편하고 쾌적하기 때문에 사람들이 몇 번 배차문제 없이 이용해볼 수만 있다면 대중교통이 비교적 적은 지역에서는 확실히 많은 분들이 이용하실 것 같다
개인적으로는 아이모드의 이동가능 거리가 좀 더 길어지는 대신 일정 거리 이상부터는 추가요금을 받는 것이 어떨까 싶다"
따뜻해진 봄 분씨를 맞아 오늘은 아라마루 전망대에 가기로 했다 전에 다녀온 사람이 좋다고 해서 기대가 되었다,"처음에 호출을 눌렀는데 잠시 후 이용하라고 하여 당황스러웠다
다행히 5분 정도 후에 배치가 되었다 전에 타봐서 수월했다","아라마루 전망대 바로 맞은 편에 내려 주셔서 편하게 도착했다
이번에는 계양 2호차 였는데 기사님이 무 친절하고 잘 기다려주셨다",비가 많이 내리고 개인 쾌청한 날씨가 좋았다 사람들도 주말을 맞아 사들이 나온 모습이 많이 보였다 원래는 교차로에서 걸아하는데 비로 앞에 내려 편리했다,빨리 승하차를 해야 하고 돌아가는 버스와 달리 IMOD는 기사님께서 천천히 타고 내릴 수 있게 다 기다려 주시고 원하는 목적지를 택시처럼 빨리갈 수 있다 또 거의 앉아서 갈수 있다는 것도 장점이다 아직 이용인원이 적어 오늘처럼 배치가 빨리 되지 않거나 이용할 수 있는 지역이 제한적이라는 것이 단점이다 지극적인 홍보를 통해 이용인원이 늘어나고 운행 구역도 늘어나길 바란다 노인아이 짐많은 사람 다리 불편한 사람 추천
따뜻한 봄 날씨를 맞아 솔밭길을 가기로 했다 솔밭길로 가는 버스가 있긴 하나 배차가 길어 IMOD 버스를 이용해보기로 했다 우선 계양역으로 갔는데  IMOD 버스를 처음 탈 생각에 걱정도 되고 떨렸다 ,호출 후 버스가 오는데 약 10분이 걸렸다 발판이 내려와 나이든 사람이나 아이도 타기 용이헀고 내부도 깨끗했다 차량 앞 부분에 다음 정류장이 있어 보기 수월했고 모든 정류장에 서는 것이 아니라 일반 버스보다 빨리 이동했다 ,목상동 솔밭 정류장에서 내려서 솔밭길로 걸어갔다 아직 IMOD 버스에 사람이 별로 없어서 편하게 갔으나 만약 중간에 승차하는 사람이 있었다면 시간이 좀 더 걸렸을지도 모른다 ,처음 타면서 걱정이 많았는데 앱 작동도 잘 되고 QR코드 인증도 잘 되어서 좋았다 가격도 1800원이면 합리적이라 생각하나 아직 운행 구간이 넓지 않다는 점이 아쉽고 주말에는 한 대만 운영하는 것도 운이 없으면 오래 기다릴 것 같다 ,짐이 많거나 버스 배차가 긴 정류장 근처에 사는 시민에게 추천 거의 앉아갈 수 있어서 짐이 많다면 꼭 추천하고 싶다 또 내가 간 솔밭길은 583번 버스가 가는데 배차가 20분이 넘는다 이렇게 긴 배차 간격을 가진 버스를 이용하기 힘든 경우에도 추천한다 버스와 택시 그 사이 어디쯤인 교통수단이다 
